,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
129,129,bo,bos,plur,1,default,1.3788842352369102e-06,plural,plural,grandes,s,[MASK] bos [MASK],"[CLS] , [MASK] , bos , [MASK] , [SEP]",single-token,13.494235911018585,2.5352039055106808,-2.535203905510681
131,131,bo,bo##s,plur,2,artificial,9.964278433471918e-06,plural,plural,grandes,s,[MASK] bo##s [MASK],"[CLS] , [MASK] , bo , ##s , [MASK] , [SEP]",single-token,11.51650401700937,-1.4281777494421668,1.4281777494421668
133,133,vea,vea,sing,1,default,5.959215741313528e-06,plural,plural,grandes,s,[MASK] vea [MASK],"[CLS] , [MASK] , vea , [MASK] , [SEP]",single-token,12.03057167257328,2.26168730712042,-2.261687307120418
135,135,vea,veas,plur,1,default,1.5754298146930523e-05,plural,plural,grandes,s,[MASK] veas [MASK],"[CLS] , [MASK] , veas , [MASK] , [SEP]",single-token,11.058397331704766,1.93273261667186,-1.9327326166713596
137,137,vea,vea##s,plur,2,artificial,1.7750568076735362e-05,plural,plural,grandes,s,[MASK] vea##s [MASK],"[CLS] , [MASK] , vea , ##s , [MASK] , [SEP]",single-token,10.939093038231858,-0.5163775262113095,0.5163775262113107
139,139,tra,tra,sing,1,default,3.783594024753256e-07,plural,plural,grandes,s,[MASK] tra [MASK],"[CLS] , [MASK] , tra , [MASK] , [SEP]",single-token,14.787421292851748,2.9837865380733763,-2.9837865380733763
141,141,tra,tras,plur,1,default,7.744345930404961e-05,plural,plural,grandes,s,[MASK] tras [MASK],"[CLS] , [MASK] , tras , [MASK] , [SEP]",single-token,9.465962445228556,-0.24931999499187008,0.24931999499186744
143,143,tra,tra##s,plur,2,artificial,1.4024423080627455e-06,plural,plural,grandes,s,[MASK] tra##s [MASK],"[CLS] , [MASK] , tra , ##s , [MASK] , [SEP]",single-token,13.477295335466756,0.07344812948255885,-0.07344812948255917
145,145,cla,cla,sing,1,default,2.049234581136261e-06,plural,plural,grandes,s,[MASK] cla [MASK],"[CLS] , [MASK] , cla , [MASK] , [SEP]",single-token,13.09804420959126,2.7058391021035604,-2.7058391021035595
147,147,cla,clas,plur,1,default,1.7437613450965728e-06,plural,plural,grandes,s,[MASK] clas [MASK],"[CLS] , [MASK] , clas , [MASK] , [SEP]",single-token,13.259466085249327,0.5330782439019135,-0.5330782439019137
149,149,cla,cla##s,plur,2,artificial,5.2571944252122194e-05,plural,plural,grandes,s,[MASK] cla##s [MASK],"[CLS] , [MASK] , cla , ##s , [MASK] , [SEP]",single-token,9.853327959755138,-2.3989762592323878,2.398976259232388
151,151,po,po,sing,1,default,2.3400029647291379e-07,plural,plural,grandes,s,[MASK] po [MASK],"[CLS] , [MASK] , po , [MASK] , [SEP]",single-token,15.267943454611247,2.3036070827968764,-2.303607082796878
153,153,po,pos,plur,1,default,3.466412863417645e-06,plural,plural,grandes,s,[MASK] pos [MASK],"[CLS] , [MASK] , pos , [MASK] , [SEP]",single-token,12.5723902556409,1.2564630486647204,-1.2564630486647217
155,155,po,po##s,plur,2,artificial,2.9976054065627977e-05,plural,plural,grandes,s,[MASK] po##s [MASK],"[CLS] , [MASK] , po , ##s , [MASK] , [SEP]",single-token,10.415111692844013,-3.5660886698031113,3.566088669803113
157,157,sa,sa,sing,1,default,1.791873501133523e-06,plural,plural,grandes,s,[MASK] sa [MASK],"[CLS] , [MASK] , sa , [MASK] , [SEP]",single-token,13.2322488367885,3.4147863787724244,-3.4147863787724226
159,159,sa,sas,plur,1,default,6.575702172995079e-06,plural,plural,grandes,s,[MASK] sas [MASK],"[CLS] , [MASK] , sas , [MASK] , [SEP]",single-token,11.932129191230684,-2.4982337823823855,2.498233782382386
161,161,sa,sa##s,plur,2,artificial,2.150610453099944e-05,plural,plural,grandes,s,[MASK] sa##s [MASK],"[CLS] , [MASK] , sa , ##s , [MASK] , [SEP]",single-token,10.747173731457234,-0.29936225439305275,0.29936225439305236
163,163,bra,bra,sing,1,default,9.827419944485882e-07,plural,plural,grandes,s,[MASK] bra [MASK],"[CLS] , [MASK] , bra , [MASK] , [SEP]",single-token,13.83291921874876,3.7230100725908795,-3.7230100725908803
165,165,bra,bras,plur,1,default,9.247973139281385e-06,plural,plural,grandes,s,[MASK] bras [MASK],"[CLS] , [MASK] , bras , [MASK] , [SEP]",single-token,11.59110615052794,-1.5759286797429404,1.5759286797429382
167,167,bra,bra##s,plur,2,artificial,2.7600615794654004e-05,plural,plural,grandes,s,[MASK] bra##s [MASK],"[CLS] , [MASK] , bra , ##s , [MASK] , [SEP]",single-token,10.497672474089558,-1.6511631500299835,1.651163150029983
169,169,cao,cao,sing,2,default,3.270425395385246e-06,plural,plural,grandes,s,[MASK] cao [MASK],"[CLS] , [MASK] , ca , ##o , [MASK] , [SEP]",single-token,12.630590491184249,3.04136264505712,-3.0413626450571196
171,171,cao,caos,plur,1,default,1.0448648026795126e-06,plural,plural,grandes,s,[MASK] caos [MASK],"[CLS] , [MASK] , caos , [MASK] , [SEP]",single-token,13.771623056343524,3.7896967662254912,-3.7896967662254935
173,173,cao,cao##s,plur,3,artificial,1.903552947624121e-05,plural,plural,grandes,s,[MASK] cao##s [MASK],"[CLS] , [MASK] , ca , ##o , ##s , [MASK] , [SEP]",single-token,10.869203352585952,-0.8416299804561564,0.8416299804561554
175,175,fra,fra,sing,1,default,1.2611623105840408e-06,plural,plural,grandes,s,[MASK] fra [MASK],"[CLS] , [MASK] , fra , [MASK] , [SEP]",single-token,13.583476793496184,2.2283965076113894,-2.2283965076113916
177,177,fra,fras,plur,1,default,4.728162821265869e-07,plural,plural,grandes,s,[MASK] fras [MASK],"[CLS] , [MASK] , fras , [MASK] , [SEP]",single-token,14.5645589337855,2.5834693751577245,-2.583469375157724
179,179,fra,fra##s,plur,2,artificial,1.4542461030941922e-05,plural,plural,grandes,s,[MASK] fra##s [MASK],"[CLS] , [MASK] , fra , ##s , [MASK] , [SEP]",single-token,11.138437840832134,-1.3068724464100896,1.306872446410088
181,181,vo,vo,sing,1,default,4.16005292436239e-07,plural,plural,grandes,s,[MASK] vo [MASK],"[CLS] , [MASK] , vo , [MASK] , [SEP]",single-token,14.692567854563578,3.444163246212124,-3.444163246212123
183,183,vo,vos,plur,1,default,3.138309239147929e-06,plural,plural,grandes,s,[MASK] vos [MASK],"[CLS] , [MASK] , vos , [MASK] , [SEP]",single-token,12.671826361935237,2.621057431993515,-2.6210574319935156
185,185,vo,vo##s,plur,2,artificial,1.8301139789400626e-05,plural,plural,grandes,s,[MASK] vo##s [MASK],"[CLS] , [MASK] , vo , ##s , [MASK] , [SEP]",single-token,10.908547216482637,0.23534395061968283,-0.2353439506196809
187,187,dio,dio,sing,1,default,0.0002628313959576,plural,plural,grandes,s,[MASK] dio [MASK],"[CLS] , [MASK] , dio , [MASK] , [SEP]",single-token,8.243997811375218,-0.4838934367722558,0.4838934367723689
189,189,dio,dios,plur,1,default,2.967498176076333e-06,plural,plural,grandes,s,[MASK] dios [MASK],"[CLS] , [MASK] , dios , [MASK] , [SEP]",single-token,12.727791325095858,4.843676536784304,-4.843676536784246
191,191,dio,dio##s,plur,2,artificial,0.0002288205869263,plural,plural,grandes,s,[MASK] dio##s [MASK],"[CLS] , [MASK] , dio , ##s , [MASK] , [SEP]",single-token,8.382572324681638,-3.3305415409239103,3.330541540923892
193,193,mo,mo,sing,1,default,2.299457264598459e-06,plural,plural,grandes,s,[MASK] mo [MASK],"[CLS] , [MASK] , mo , [MASK] , [SEP]",single-token,12.982837434788635,3.9867139076182383,-3.9867139076177303
195,195,mo,mos,plur,1,default,3.602744254749268e-05,plural,plural,grandes,s,[MASK] mos [MASK],"[CLS] , [MASK] , mos , [MASK] , [SEP]",single-token,10.231229616919984,-0.8233308482124269,0.8233308482124286
197,197,mo,mo##s,plur,2,artificial,5.4256055591395125e-05,plural,plural,grandes,s,[MASK] mo##s [MASK],"[CLS] , [MASK] , mo , ##s , [MASK] , [SEP]",single-token,9.82179594796866,-1.5169420134167115,1.5169420134167113
199,199,dia,dia,sing,1,default,3.46069782608538e-07,plural,plural,grandes,s,[MASK] dia [MASK],"[CLS] , [MASK] , dia , [MASK] , [SEP]",single-token,14.876625398384434,3.678765345774204,-3.678765345774203
201,201,dia,dias,plur,1,default,2.1912808733759448e-05,plural,plural,grandes,s,[MASK] dias [MASK],"[CLS] , [MASK] , dias , [MASK] , [SEP]",single-token,10.728439218426129,-2.745561698991702,2.7455616989917044
203,203,dia,dia##s,plur,2,artificial,4.378331868792884e-05,plural,plural,grandes,s,[MASK] dia##s [MASK],"[CLS] , [MASK] , dia , ##s , [MASK] , [SEP]",single-token,10.03625766499814,-3.7329835442392483,3.732983544239249
205,205,na,na,sing,1,default,2.8569706955750007e-06,plural,plural,grandes,s,[MASK] na [MASK],"[CLS] , [MASK] , na , [MASK] , [SEP]",single-token,12.765748691829844,3.2849937314458533,-3.284993731445854
207,207,na,nas,plur,1,default,4.0159153286367655e-05,plural,plural,grandes,s,[MASK] nas [MASK],"[CLS] , [MASK] , nas , [MASK] , [SEP]",single-token,10.122660166309842,-2.8094425383446904,2.8094425383446904
209,209,na,na##s,plur,2,artificial,3.98053671233356e-05,plural,plural,grandes,s,[MASK] na##s [MASK],"[CLS] , [MASK] , na , ##s , [MASK] , [SEP]",single-token,10.131508802420528,-1.2218437495834635,1.2218437495834649
211,211,fo,fo,sing,1,default,2.274418648084975e-06,plural,plural,grandes,s,[MASK] fo [MASK],"[CLS] , [MASK] , fo , [MASK] , [SEP]",single-token,12.9937860775204,1.9076223749457792,-1.907622374945778
213,213,fo,fos,plur,1,default,3.1098488761927e-07,plural,plural,grandes,s,[MASK] fos [MASK],"[CLS] , [MASK] , fos , [MASK] , [SEP]",single-token,14.983521518811932,4.458472237811975,-4.458472237811978
215,215,fo,fo##s,plur,2,artificial,3.789062247960828e-05,plural,plural,grandes,s,[MASK] fo##s [MASK],"[CLS] , [MASK] , fo , ##s , [MASK] , [SEP]",single-token,10.18080690446992,-0.6083898545146713,0.6083898545146738
217,217,ra,ra,sing,1,default,1.9028252609132323e-06,plural,plural,grandes,s,[MASK] ra [MASK],"[CLS] , [MASK] , ra , [MASK] , [SEP]",single-token,13.172170796823035,4.006763477451502,-4.006763477451403
219,219,ra,ras,plur,1,default,2.7481919460115023e-05,plural,plural,grandes,s,[MASK] ras [MASK],"[CLS] , [MASK] , ras , [MASK] , [SEP]",single-token,10.501982243700311,-1.8633899682891464,1.8633899682891442
221,221,ra,ra##s,plur,2,artificial,5.780309948022477e-05,plural,plural,grandes,s,[MASK] ra##s [MASK],"[CLS] , [MASK] , ra , ##s , [MASK] , [SEP]",single-token,9.758468159498328,-1.2683688103015545,1.2683688103015558
223,223,do,do,sing,1,default,3.2721077332098503e-06,plural,plural,grandes,s,[MASK] do [MASK],"[CLS] , [MASK] , do , [MASK] , [SEP]",single-token,12.630076213968184,2.332473684278126,-2.3324736842781264
225,225,do,dos,plur,1,default,0.0004455995804164,plural,plural,grandes,s,[MASK] dos [MASK],"[CLS] , [MASK] , dos , [MASK] , [SEP]",single-token,7.716089810966419,-4.261527947007047,4.261527947006922
227,227,do,do##s,plur,2,artificial,8.187956836991361e-07,plural,plural,grandes,s,[MASK] do##s [MASK],"[CLS] , [MASK] , do , ##s , [MASK] , [SEP]",single-token,14.015431254669096,2.4336251183013253,-2.4336251183013253
229,229,bla,bla,sing,1,default,4.756219595947187e-07,plural,plural,grandes,s,[MASK] bla [MASK],"[CLS] , [MASK] , bla , [MASK] , [SEP]",single-token,14.558642500793008,2.4854964759218916,-2.4854964759218916
231,231,bla,blas,plur,1,default,4.593822211518273e-08,plural,plural,grandes,s,[MASK] blas [MASK],"[CLS] , [MASK] , blas , [MASK] , [SEP]",single-token,16.895968340582723,3.6200056520662045,-3.6200056520662063
233,233,bla,bla##s,plur,2,artificial,1.6778940334916115e-05,plural,plural,grandes,s,[MASK] bla##s [MASK],"[CLS] , [MASK] , bla , ##s , [MASK] , [SEP]",single-token,10.995386009401049,-1.6723098410786505,1.672309841078652
235,235,lo,lo,sing,1,default,2.0245563518983545e-06,plural,plural,grandes,s,[MASK] lo [MASK],"[CLS] , [MASK] , lo , [MASK] , [SEP]",single-token,13.110159966890796,3.9058437071980805,-3.9058437071975076
237,237,lo,los,plur,1,default,0.0002422031830064,plural,plural,grandes,s,[MASK] los [MASK],"[CLS] , [MASK] , los , [MASK] , [SEP]",single-token,8.325733584873442,-4.577316288937558,4.577316288937165
239,239,lo,lo##s,plur,2,artificial,0.000131868146127,plural,plural,grandes,s,[MASK] lo##s [MASK],"[CLS] , [MASK] , lo , ##s , [MASK] , [SEP]",single-token,8.933708027580561,-2.7823019170820587,2.7823019170813765
241,241,la,la,sing,1,default,1.1281667866569478e-06,plural,plural,grandes,s,[MASK] la [MASK],"[CLS] , [MASK] , la , [MASK] , [SEP]",single-token,13.694916555307216,3.7145280718110545,-3.714528071811055
243,243,la,las,plur,1,default,0.0002048121241386,plural,plural,grandes,s,[MASK] las [MASK],"[CLS] , [MASK] , las , [MASK] , [SEP]",single-token,8.49341746665518,-4.112032849244052,4.112032849243574
245,245,la,la##s,plur,2,artificial,0.0001356968714389,plural,plural,grandes,s,[MASK] la##s [MASK],"[CLS] , [MASK] , la , ##s , [MASK] , [SEP]",single-token,8.905087046370834,-2.724460683264395,2.724460683263694
247,247,ma,ma,sing,1,default,1.9221106413169764e-06,plural,plural,grandes,s,[MASK] ma [MASK],"[CLS] , [MASK] , ma , [MASK] , [SEP]",single-token,13.162086683351385,2.513800570238752,-2.513800570238754
249,249,ma,mas,plur,1,default,0.0001975328632397,plural,plural,grandes,s,[MASK] mas [MASK],"[CLS] , [MASK] , mas , [MASK] , [SEP]",single-token,8.529605591314729,2.8481330734084747,-2.8481330734087487
251,251,ma,ma##s,plur,2,artificial,5.248992692941101e-06,plural,plural,grandes,s,[MASK] ma##s [MASK],"[CLS] , [MASK] , ma , ##s , [MASK] , [SEP]",single-token,12.15747436778098,0.2562131414312372,-0.2562131414312402
253,253,da,da,sing,1,default,3.838063639705069e-05,plural,plural,grandes,s,[MASK] da [MASK],"[CLS] , [MASK] , da , [MASK] , [SEP]",single-token,10.167957486046143,0.2058181794630478,-0.20581817946304715
255,255,da,das,plur,1,default,2.4979262889246456e-05,plural,plural,grandes,s,[MASK] das [MASK],"[CLS] , [MASK] , das , [MASK] , [SEP]",single-token,10.597464561738784,-1.8715161081249647,1.8715161081249647
257,257,da,da##s,plur,2,artificial,7.948750862851739e-05,plural,plural,grandes,s,[MASK] da##s [MASK],"[CLS] , [MASK] , da , ##s , [MASK] , [SEP]",single-token,9.439910672818876,-1.9108400089729347,1.910840008972935
