,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
0,no,no,sing,1,default,7.851745976950042e-06,singular,singular,grande,s,[MASK] no [MASK],"[CLS] , [MASK] , no , [MASK] , [SEP]",single-token,11.754774633455185
1,no,no,sing,1,default,1.059076339515741e-06,plural,plural,grandes,s,[MASK] no [MASK],"[CLS] , [MASK] , no , [MASK] , [SEP]",single-token,13.758113407525975
2,no,nos,plur,1,default,1.847086059569847e-05,singular,singular,grande,s,[MASK] nos [MASK],"[CLS] , [MASK] , nos , [MASK] , [SEP]",single-token,10.899316170593965
3,no,nos,plur,1,default,4.639999315259047e-05,plural,plural,grandes,s,[MASK] nos [MASK],"[CLS] , [MASK] , nos , [MASK] , [SEP]",single-token,9.978211246305557
4,no,no##s,plur,2,artificial,3.5594378005043836e-06,singular,singular,grande,s,[MASK] no##s [MASK],"[CLS] , [MASK] , no , ##s , [MASK] , [SEP]",single-token,12.545907946777836
5,no,no##s,plur,2,artificial,6.344715075101703e-05,plural,plural,grandes,s,[MASK] no##s [MASK],"[CLS] , [MASK] , no , ##s , [MASK] , [SEP]",single-token,9.66530327023348
6,gra,gra,sing,1,default,1.8879036360885948e-06,singular,singular,grande,s,[MASK] gra [MASK],"[CLS] , [MASK] , gra , [MASK] , [SEP]",single-token,13.180043531750872
7,gra,gra,sing,1,default,2.61096403164629e-07,plural,plural,grandes,s,[MASK] gra [MASK],"[CLS] , [MASK] , gra , [MASK] , [SEP]",single-token,15.158376137036601
8,gra,gras,plur,1,default,1.6514324670424685e-05,singular,singular,grande,s,[MASK] gras [MASK],"[CLS] , [MASK] , gras , [MASK] , [SEP]",single-token,11.011282391848342
9,gra,gras,plur,1,default,3.098217007391213e-07,plural,plural,grandes,s,[MASK] gras [MASK],"[CLS] , [MASK] , gras , [MASK] , [SEP]",single-token,14.987268863840614
10,gra,gra##s,plur,2,artificial,1.5235008277159068e-07,singular,singular,grande,s,[MASK] gra##s [MASK],"[CLS] , [MASK] , gra , ##s , [MASK] , [SEP]",single-token,15.69708478821592
11,gra,gra##s,plur,2,artificial,1.542265266607501e-07,plural,plural,grandes,s,[MASK] gra##s [MASK],"[CLS] , [MASK] , gra , ##s , [MASK] , [SEP]",single-token,15.684843362980915
12,crea,crea,sing,1,default,5.014712587581016e-05,singular,singular,grande,s,[MASK] crea [MASK],"[CLS] , [MASK] , crea , [MASK] , [SEP]",single-token,9.900549355750782
13,crea,crea,sing,1,default,7.040157652227208e-05,plural,plural,grandes,s,[MASK] crea [MASK],"[CLS] , [MASK] , crea , [MASK] , [SEP]",single-token,9.56129490126874
14,crea,creas,plur,1,default,0.00017786427633836865,singular,singular,grande,s,[MASK] creas [MASK],"[CLS] , [MASK] , creas , [MASK] , [SEP]",single-token,8.63448979099851
15,crea,creas,plur,1,default,0.00015012867515906692,plural,plural,grandes,s,[MASK] creas [MASK],"[CLS] , [MASK] , creas , [MASK] , [SEP]",single-token,8.804017797203876
16,crea,crea##s,plur,2,artificial,7.370943421847187e-06,singular,singular,grande,s,[MASK] crea##s [MASK],"[CLS] , [MASK] , crea , ##s , [MASK] , [SEP]",single-token,11.817964851563655
17,crea,crea##s,plur,2,artificial,7.718463893979788e-05,plural,plural,grandes,s,[MASK] crea##s [MASK],"[CLS] , [MASK] , crea , ##s , [MASK] , [SEP]",single-token,9.469310098195944
18,pla,pla,sing,1,default,4.5797889470122755e-05,singular,singular,grande,s,[MASK] pla [MASK],"[CLS] , [MASK] , pla , [MASK] , [SEP]",single-token,9.991272549344284
19,pla,pla,sing,1,default,1.6623611145405448e-06,plural,plural,grandes,s,[MASK] pla [MASK],"[CLS] , [MASK] , pla , [MASK] , [SEP]",single-token,13.30727160803206
20,pla,plas,plur,1,default,1.449285605303885e-06,singular,singular,grande,s,[MASK] plas [MASK],"[CLS] , [MASK] , plas , [MASK] , [SEP]",single-token,13.444439808938737
21,pla,plas,plur,1,default,1.2522350800736604e-07,plural,plural,grandes,s,[MASK] plas [MASK],"[CLS] , [MASK] , plas , [MASK] , [SEP]",single-token,15.893165632268689
22,pla,pla##s,plur,2,artificial,7.784274203004315e-05,singular,singular,grande,s,[MASK] pla##s [MASK],"[CLS] , [MASK] , pla , ##s , [MASK] , [SEP]",single-token,9.460819894216172
23,pla,pla##s,plur,2,artificial,1.148485898738727e-05,plural,plural,grandes,s,[MASK] pla##s [MASK],"[CLS] , [MASK] , pla , ##s , [MASK] , [SEP]",single-token,11.374480999879669
24,va,va,sing,1,default,8.180892473319545e-05,singular,singular,grande,s,[MASK] va [MASK],"[CLS] , [MASK] , va , [MASK] , [SEP]",single-token,9.411124215989224
25,va,va,sing,1,default,1.2182055115772528e-06,plural,plural,grandes,s,[MASK] va [MASK],"[CLS] , [MASK] , va , [MASK] , [SEP]",single-token,13.618131674192702
26,va,vas,plur,1,default,8.180589793482795e-05,singular,singular,grande,s,[MASK] vas [MASK],"[CLS] , [MASK] , vas , [MASK] , [SEP]",single-token,9.411161215062027
27,va,vas,plur,1,default,1.0253250366076827e-05,plural,plural,grandes,s,[MASK] vas [MASK],"[CLS] , [MASK] , vas , [MASK] , [SEP]",single-token,11.487915793762708
28,va,va##s,plur,2,artificial,8.69867653818801e-06,singular,singular,grande,s,[MASK] va##s [MASK],"[CLS] , [MASK] , va , ##s , [MASK] , [SEP]",single-token,11.652339665922824
29,va,va##s,plur,2,artificial,0.00011384725075913593,plural,plural,grandes,s,[MASK] va##s [MASK],"[CLS] , [MASK] , va , ##s , [MASK] , [SEP]",single-token,9.080652913667603
30,ga,ga,sing,1,default,1.2488818356359843e-05,singular,singular,grande,s,[MASK] ga [MASK],"[CLS] , [MASK] , ga , [MASK] , [SEP]",single-token,11.290676845479283
31,ga,ga,sing,1,default,1.604272824806685e-06,plural,plural,grandes,s,[MASK] ga [MASK],"[CLS] , [MASK] , ga , [MASK] , [SEP]",single-token,13.34283997270518
32,ga,gas,plur,1,default,2.847075302270241e-05,singular,singular,grande,s,[MASK] gas [MASK],"[CLS] , [MASK] , gas , [MASK] , [SEP]",single-token,10.466633207333128
33,ga,gas,plur,1,default,5.2880369594277e-07,plural,plural,grandes,s,[MASK] gas [MASK],"[CLS] , [MASK] , gas , [MASK] , [SEP]",single-token,14.452648559131601
34,ga,ga##s,plur,2,artificial,7.1084650699049234e-06,singular,singular,grande,s,[MASK] ga##s [MASK],"[CLS] , [MASK] , ga , ##s , [MASK] , [SEP]",single-token,11.854224220731655
35,ga,ga##s,plur,2,artificial,7.325517799472436e-05,plural,plural,grandes,s,[MASK] ga##s [MASK],"[CLS] , [MASK] , ga , ##s , [MASK] , [SEP]",single-token,9.521561623217698
36,pro,pro,sing,1,default,2.0603851226042025e-05,singular,singular,grande,s,[MASK] pro [MASK],"[CLS] , [MASK] , pro , [MASK] , [SEP]",single-token,10.790032546921735
37,pro,pro,sing,1,default,5.216389581619296e-06,plural,plural,grandes,s,[MASK] pro [MASK],"[CLS] , [MASK] , pro , [MASK] , [SEP]",single-token,12.163705046401436
38,pro,pros,plur,1,default,3.909092072262865e-07,singular,singular,grande,s,[MASK] pros [MASK],"[CLS] , [MASK] , pros , [MASK] , [SEP]",single-token,14.754790510507556
39,pro,pros,plur,1,default,3.2207658478000667e-06,plural,plural,grandes,s,[MASK] pros [MASK],"[CLS] , [MASK] , pros , [MASK] , [SEP]",single-token,12.64589138575593
40,pro,pro##s,plur,2,artificial,4.111362272851693e-07,singular,singular,grande,s,[MASK] pro##s [MASK],"[CLS] , [MASK] , pro , ##s , [MASK] , [SEP]",single-token,14.704341224120082
41,pro,pro##s,plur,2,artificial,2.9989646463945974e-06,plural,plural,grandes,s,[MASK] pro##s [MASK],"[CLS] , [MASK] , pro , ##s , [MASK] , [SEP]",single-token,12.717243446731509
42,gro,gro,sing,1,default,1.2676667211053427e-05,singular,singular,grande,s,[MASK] gro [MASK],"[CLS] , [MASK] , gro , [MASK] , [SEP]",single-token,11.275747481748217
43,gro,gro,sing,1,default,1.5027987956273137e-06,plural,plural,grandes,s,[MASK] gro [MASK],"[CLS] , [MASK] , gro , [MASK] , [SEP]",single-token,13.40818132466606
44,gro,gros,plur,1,default,5.1459279347909614e-05,singular,singular,grande,s,[MASK] gros [MASK],"[CLS] , [MASK] , gros , [MASK] , [SEP]",single-token,9.874719755330196
45,gro,gros,plur,1,default,1.1908791748282965e-06,plural,plural,grandes,s,[MASK] gros [MASK],"[CLS] , [MASK] , gros , [MASK] , [SEP]",single-token,13.640818721244246
46,gro,gro##s,plur,2,artificial,4.4313824218988884e-06,singular,singular,grande,s,[MASK] gro##s [MASK],"[CLS] , [MASK] , gro , ##s , [MASK] , [SEP]",single-token,12.326798963468162
47,gro,gro##s,plur,2,artificial,2.549362397985533e-05,plural,plural,grandes,s,[MASK] gro##s [MASK],"[CLS] , [MASK] , gro , ##s , [MASK] , [SEP]",single-token,10.577082177070782
48,fa,fa,sing,1,default,1.3016910088481382e-05,singular,singular,grande,s,[MASK] fa [MASK],"[CLS] , [MASK] , fa , [MASK] , [SEP]",single-token,11.249261269741927
49,fa,fa,sing,1,default,3.960972208005842e-07,plural,plural,grandes,s,[MASK] fa [MASK],"[CLS] , [MASK] , fa , [MASK] , [SEP]",single-token,14.741606148751679
50,fa,fas,plur,1,default,5.8350096878712066e-06,singular,singular,grande,s,[MASK] fas [MASK],"[CLS] , [MASK] , fas , [MASK] , [SEP]",single-token,12.051634631923584
51,fa,fas,plur,1,default,7.476785981452849e-07,plural,plural,grandes,s,[MASK] fas [MASK],"[CLS] , [MASK] , fas , [MASK] , [SEP]",single-token,14.106292632935485
52,fa,fa##s,plur,2,artificial,4.348406491772039e-06,singular,singular,grande,s,[MASK] fa##s [MASK],"[CLS] , [MASK] , fa , ##s , [MASK] , [SEP]",single-token,12.345701103707176
53,fa,fa##s,plur,2,artificial,9.127363227889873e-06,plural,plural,grandes,s,[MASK] fa##s [MASK],"[CLS] , [MASK] , fa , ##s , [MASK] , [SEP]",single-token,11.604233708147913
54,ro,ro,sing,1,default,7.4412913818378e-05,singular,singular,grande,s,[MASK] ro [MASK],"[CLS] , [MASK] , ro , [MASK] , [SEP]",single-token,9.505881058359588
55,ro,ro,sing,1,default,7.015447408775799e-06,plural,plural,grandes,s,[MASK] ro [MASK],"[CLS] , [MASK] , ro , [MASK] , [SEP]",single-token,11.867396067573244
56,ro,ros,plur,1,default,1.0955748621199746e-05,singular,singular,grande,s,[MASK] ros [MASK],"[CLS] , [MASK] , ros , [MASK] , [SEP]",single-token,11.421646251222457
57,ro,ros,plur,1,default,5.9375117416493595e-05,plural,plural,grandes,s,[MASK] ros [MASK],"[CLS] , [MASK] , ros , [MASK] , [SEP]",single-token,9.731635318070479
58,ro,ro##s,plur,2,artificial,3.1732608476886526e-05,singular,singular,grande,s,[MASK] ro##s [MASK],"[CLS] , [MASK] , ro , ##s , [MASK] , [SEP]",single-token,10.358165747210869
59,ro,ro##s,plur,2,artificial,5.674038766301237e-05,plural,plural,grandes,s,[MASK] ro##s [MASK],"[CLS] , [MASK] , ro , ##s , [MASK] , [SEP]",single-token,9.777024296336688
60,ho,ho,sing,1,default,2.406272142252419e-05,singular,singular,grande,s,[MASK] ho [MASK],"[CLS] , [MASK] , ho , [MASK] , [SEP]",single-token,10.634846743983578
61,ho,ho,sing,1,default,2.6372426873422228e-06,plural,plural,grandes,s,[MASK] ho [MASK],"[CLS] , [MASK] , ho , [MASK] , [SEP]",single-token,12.845776623222834
62,ho,hos,plur,1,default,9.159798537439201e-06,singular,singular,grande,s,[MASK] hos [MASK],"[CLS] , [MASK] , hos , [MASK] , [SEP]",single-token,11.600686373249445
63,ho,hos,plur,1,default,2.306378519278951e-06,plural,plural,grandes,s,[MASK] hos [MASK],"[CLS] , [MASK] , hos , [MASK] , [SEP]",single-token,12.97983200419362
64,ho,ho##s,plur,2,artificial,1.3423020391201135e-05,singular,singular,grande,s,[MASK] ho##s [MASK],"[CLS] , [MASK] , ho , ##s , [MASK] , [SEP]",single-token,11.218539385335953
65,ho,ho##s,plur,2,artificial,3.528634988470003e-05,plural,plural,grandes,s,[MASK] ho##s [MASK],"[CLS] , [MASK] , ho , ##s , [MASK] , [SEP]",single-token,10.25201435762712
66,rea,rea,sing,1,default,4.1405786760151386e-05,singular,singular,grande,s,[MASK] rea [MASK],"[CLS] , [MASK] , rea , [MASK] , [SEP]",single-token,10.092089910085623
67,rea,rea,sing,1,default,2.455872163409367e-06,plural,plural,grandes,s,[MASK] rea [MASK],"[CLS] , [MASK] , rea , [MASK] , [SEP]",single-token,12.91702859976315
68,rea,reas,plur,1,default,4.928265866510628e-07,singular,singular,grande,s,[MASK] reas [MASK],"[CLS] , [MASK] , reas , [MASK] , [SEP]",single-token,14.523108475997573
69,rea,reas,plur,1,default,1.2399465049384162e-05,plural,plural,grandes,s,[MASK] reas [MASK],"[CLS] , [MASK] , reas , [MASK] , [SEP]",single-token,11.297857227462586
70,rea,rea##s,plur,2,artificial,1.6649822782710544e-06,singular,singular,grande,s,[MASK] rea##s [MASK],"[CLS] , [MASK] , rea , ##s , [MASK] , [SEP]",single-token,13.305696078269559
71,rea,rea##s,plur,2,artificial,1.302465534536168e-05,plural,plural,grandes,s,[MASK] rea##s [MASK],"[CLS] , [MASK] , rea , ##s , [MASK] , [SEP]",single-token,11.248666431683642
72,pa,pa,sing,1,default,2.8046291845384985e-05,singular,singular,grande,s,[MASK] pa [MASK],"[CLS] , [MASK] , pa , [MASK] , [SEP]",single-token,10.481654132759989
73,pa,pa,sing,1,default,4.861287834501127e-06,plural,plural,grandes,s,[MASK] pa [MASK],"[CLS] , [MASK] , pa , [MASK] , [SEP]",single-token,12.234207168631734
74,pa,pas,plur,1,default,2.611225909276982e-06,singular,singular,grande,s,[MASK] pas [MASK],"[CLS] , [MASK] , pas , [MASK] , [SEP]",single-token,12.85569074986181
75,pa,pas,plur,1,default,1.7826799592057796e-07,plural,plural,grandes,s,[MASK] pas [MASK],"[CLS] , [MASK] , pas , [MASK] , [SEP]",single-token,15.539977823866788
76,pa,pa##s,plur,2,artificial,1.1506735972943716e-05,singular,singular,grande,s,[MASK] pa##s [MASK],"[CLS] , [MASK] , pa , ##s , [MASK] , [SEP]",single-token,11.372577957294185
77,pa,pa##s,plur,2,artificial,4.529527814156609e-06,plural,plural,grandes,s,[MASK] pa##s [MASK],"[CLS] , [MASK] , pa , ##s , [MASK] , [SEP]",single-token,12.304892859187722
78,ba,ba,sing,1,default,1.227070333698066e-05,singular,singular,grande,s,[MASK] ba [MASK],"[CLS] , [MASK] , ba , [MASK] , [SEP]",single-token,11.308295979206964
79,ba,ba,sing,1,default,8.456528917122341e-07,plural,plural,grandes,s,[MASK] ba [MASK],"[CLS] , [MASK] , ba , [MASK] , [SEP]",single-token,13.983156855017947
80,ba,bas,plur,1,default,4.733734022011049e-05,singular,singular,grande,s,[MASK] bas [MASK],"[CLS] , [MASK] , bas , [MASK] , [SEP]",single-token,9.9582111400764
81,ba,bas,plur,1,default,8.131440154102165e-06,plural,plural,grandes,s,[MASK] bas [MASK],"[CLS] , [MASK] , bas , [MASK] , [SEP]",single-token,11.719772509366146
82,ba,ba##s,plur,2,artificial,4.250945039530052e-06,singular,singular,grande,s,[MASK] ba##s [MASK],"[CLS] , [MASK] , ba , ##s , [MASK] , [SEP]",single-token,12.368369237504403
83,ba,ba##s,plur,2,artificial,8.729979526833631e-06,plural,plural,grandes,s,[MASK] ba##s [MASK],"[CLS] , [MASK] , ba , ##s , [MASK] , [SEP]",single-token,11.6487475332663
84,co,co,sing,1,default,1.5418650036735926e-06,singular,singular,grande,s,[MASK] co [MASK],"[CLS] , [MASK] , co , [MASK] , [SEP]",single-token,13.38251783291131
85,co,co,sing,1,default,2.0101590791909985e-07,plural,plural,grandes,s,[MASK] co [MASK],"[CLS] , [MASK] , co , [MASK] , [SEP]",single-token,15.419881788142929
86,co,cos,plur,1,default,3.2032378385338234e-06,singular,singular,grande,s,[MASK] cos [MASK],"[CLS] , [MASK] , cos , [MASK] , [SEP]",single-token,12.651348435166188
87,co,cos,plur,1,default,2.439461923131603e-06,plural,plural,grandes,s,[MASK] cos [MASK],"[CLS] , [MASK] , cos , [MASK] , [SEP]",single-token,12.923733066284724
88,co,co##s,plur,2,artificial,5.607716389022244e-07,singular,singular,grande,s,[MASK] co##s [MASK],"[CLS] , [MASK] , co , ##s , [MASK] , [SEP]",single-token,14.393952075075793
89,co,co##s,plur,2,artificial,2.8081826712877955e-06,plural,plural,grandes,s,[MASK] co##s [MASK],"[CLS] , [MASK] , co , ##s , [MASK] , [SEP]",single-token,12.7829730200392
90,to,to,sing,1,default,4.483074008021504e-05,singular,singular,grande,s,[MASK] to [MASK],"[CLS] , [MASK] , to , [MASK] , [SEP]",single-token,10.012616491340395
91,to,to,sing,1,default,8.090743904176634e-06,plural,plural,grandes,s,[MASK] to [MASK],"[CLS] , [MASK] , to , [MASK] , [SEP]",single-token,11.72478987757664
92,to,tos,plur,1,default,1.5139072502279305e-06,singular,singular,grande,s,[MASK] tos [MASK],"[CLS] , [MASK] , tos , [MASK] , [SEP]",single-token,13.40081666623381
93,to,tos,plur,1,default,4.820880712941289e-05,plural,plural,grandes,s,[MASK] tos [MASK],"[CLS] , [MASK] , tos , [MASK] , [SEP]",single-token,9.939968833071843
94,to,to##s,plur,2,artificial,1.8588114471640438e-05,singular,singular,grande,s,[MASK] to##s [MASK],"[CLS] , [MASK] , to , ##s , [MASK] , [SEP]",single-token,10.892988188398096
95,to,to##s,plur,2,artificial,7.448481483152136e-05,plural,plural,grandes,s,[MASK] to##s [MASK],"[CLS] , [MASK] , to , ##s , [MASK] , [SEP]",single-token,9.504915281119276
96,ha,ha,sing,1,default,2.0964022041880526e-05,singular,singular,grande,s,[MASK] ha [MASK],"[CLS] , [MASK] , ha , [MASK] , [SEP]",single-token,10.772702825609121
97,ha,ha,sing,1,default,3.165287125739269e-06,plural,plural,grandes,s,[MASK] ha [MASK],"[CLS] , [MASK] , ha , [MASK] , [SEP]",single-token,12.663266787449913
98,ha,has,plur,1,default,3.370823469595052e-05,singular,singular,grande,s,[MASK] has [MASK],"[CLS] , [MASK] , has , [MASK] , [SEP]",single-token,10.297768397459725
99,ha,has,plur,1,default,1.2160033293184824e-05,plural,plural,grandes,s,[MASK] has [MASK],"[CLS] , [MASK] , has , [MASK] , [SEP]",single-token,11.317355943503618
100,ha,ha##s,plur,2,artificial,1.6977202903945e-05,singular,singular,grande,s,[MASK] ha##s [MASK],"[CLS] , [MASK] , ha , ##s , [MASK] , [SEP]",single-token,10.98363911951108
101,ha,ha##s,plur,2,artificial,1.7637932614888996e-05,plural,plural,grandes,s,[MASK] ha##s [MASK],"[CLS] , [MASK] , ha , ##s , [MASK] , [SEP]",single-token,10.945458712956372
102,ca,ca,sing,1,default,6.450390173995402e-06,singular,singular,grande,s,[MASK] ca [MASK],"[CLS] , [MASK] , ca , [MASK] , [SEP]",single-token,11.951369936893855
103,ca,ca,sing,1,default,1.9876843282418122e-07,plural,plural,grandes,s,[MASK] ca [MASK],"[CLS] , [MASK] , ca , [MASK] , [SEP]",single-token,15.431125343942941
104,ca,cas,plur,1,default,4.991238711227197e-06,singular,singular,grande,s,[MASK] cas [MASK],"[CLS] , [MASK] , cas , [MASK] , [SEP]",single-token,12.207826440284096
105,ca,cas,plur,1,default,6.612774541281397e-07,plural,plural,grandes,s,[MASK] cas [MASK],"[CLS] , [MASK] , cas , [MASK] , [SEP]",single-token,14.229092336105504
106,ca,ca##s,plur,2,artificial,4.973435352439992e-06,singular,singular,grande,s,[MASK] ca##s [MASK],"[CLS] , [MASK] , ca , ##s , [MASK] , [SEP]",single-token,12.211399738841964
107,ca,ca##s,plur,2,artificial,3.372329956619069e-06,plural,plural,grandes,s,[MASK] ca##s [MASK],"[CLS] , [MASK] , ca , ##s , [MASK] , [SEP]",single-token,12.599906670708211
108,ta,ta,sing,1,default,7.058845221763477e-05,singular,singular,grande,s,[MASK] ta [MASK],"[CLS] , [MASK] , ta , [MASK] , [SEP]",single-token,9.558643993165962
109,ta,ta,sing,1,default,5.825805260428751e-07,plural,plural,grandes,s,[MASK] ta [MASK],"[CLS] , [MASK] , ta , [MASK] , [SEP]",single-token,14.355798418927428
110,ta,tas,plur,1,default,6.3261177274398506e-06,singular,singular,grande,s,[MASK] tas [MASK],"[CLS] , [MASK] , tas , [MASK] , [SEP]",single-token,11.970823823162322
111,ta,tas,plur,1,default,0.00010036212188424543,plural,plural,grandes,s,[MASK] tas [MASK],"[CLS] , [MASK] , tas , [MASK] , [SEP]",single-token,9.206725693960927
112,ta,ta##s,plur,2,artificial,1.4086777810007334e-05,singular,singular,grande,s,[MASK] ta##s [MASK],"[CLS] , [MASK] , ta , ##s , [MASK] , [SEP]",single-token,11.170273944508207
113,ta,ta##s,plur,2,artificial,3.193439988535829e-05,plural,plural,grandes,s,[MASK] ta##s [MASK],"[CLS] , [MASK] , ta , ##s , [MASK] , [SEP]",single-token,10.351826762880592
114,so,so,sing,1,default,3.932369872927666e-05,singular,singular,grande,s,[MASK] so [MASK],"[CLS] , [MASK] , so , [MASK] , [SEP]",single-token,10.143683199732035
115,so,so,sing,1,default,1.588244685990503e-06,plural,plural,grandes,s,[MASK] so [MASK],"[CLS] , [MASK] , so , [MASK] , [SEP]",single-token,13.352881122632217
116,so,sos,plur,1,default,4.198107126285322e-05,singular,singular,grande,s,[MASK] sos [MASK],"[CLS] , [MASK] , sos , [MASK] , [SEP]",single-token,10.078291725487343
117,so,sos,plur,1,default,8.005464042071253e-05,plural,plural,grandes,s,[MASK] sos [MASK],"[CLS] , [MASK] , sos , [MASK] , [SEP]",single-token,9.432801151173425
118,so,so##s,plur,2,artificial,4.679928679252043e-06,singular,singular,grande,s,[MASK] so##s [MASK],"[CLS] , [MASK] , so , ##s , [MASK] , [SEP]",single-token,12.2722276876269
119,so,so##s,plur,2,artificial,1.3912705071561504e-05,plural,plural,grandes,s,[MASK] so##s [MASK],"[CLS] , [MASK] , so , ##s , [MASK] , [SEP]",single-token,11.182708101376978
120,sea,sea,sing,1,default,0.0004313016834203154,singular,singular,grande,s,[MASK] sea [MASK],"[CLS] , [MASK] , sea , [MASK] , [SEP]",single-token,7.748702751187291
121,sea,sea,sing,1,default,4.3267909859423526e-06,plural,plural,grandes,s,[MASK] sea [MASK],"[CLS] , [MASK] , sea , [MASK] , [SEP]",single-token,12.350684402500583
122,sea,seas,plur,1,default,0.0007792190881446004,singular,singular,grande,s,[MASK] seas [MASK],"[CLS] , [MASK] , seas , [MASK] , [SEP]",single-token,7.157218308830505
123,sea,seas,plur,1,default,3.880948497680947e-06,plural,plural,grandes,s,[MASK] seas [MASK],"[CLS] , [MASK] , seas , [MASK] , [SEP]",single-token,12.459430976038927
124,sea,sea##s,plur,2,artificial,2.0124440197832882e-05,singular,singular,grande,s,[MASK] sea##s [MASK],"[CLS] , [MASK] , sea , ##s , [MASK] , [SEP]",single-token,10.813575551303277
125,sea,sea##s,plur,2,artificial,0.00013603152183350176,plural,plural,grandes,s,[MASK] sea##s [MASK],"[CLS] , [MASK] , sea , ##s , [MASK] , [SEP]",single-token,8.902623920897124
126,bo,bo,sing,1,default,3.432215453358367e-05,singular,singular,grande,s,[MASK] bo [MASK],"[CLS] , [MASK] , bo , [MASK] , [SEP]",single-token,10.279719507529883
127,bo,bo,sing,1,default,2.308130433448241e-06,plural,plural,grandes,s,[MASK] bo [MASK],"[CLS] , [MASK] , bo , [MASK] , [SEP]",single-token,12.979072697289501
128,bo,bos,plur,1,default,1.7400145225110464e-05,singular,singular,grande,s,[MASK] bos [MASK],"[CLS] , [MASK] , bos , [MASK] , [SEP]",single-token,10.959032005507904
